code,hl,name
lv,kk,латыш тілі
mk,kk,македон тілі
ml,kk,малаялам тілі
mn,kk,моңғол тілі
mr,kk,маратхи тілі
ms,kk,малай тілі
my,kk,бирма тілі
no,kk,норвег тілі
ne,kk,непал тілі
nl,kk,нидерланд тілі
or,kk,ория тілі
pa,kk,пенджаб тілі
pl,kk,поляк тілі
pt,kk,португал тілі
pt-PT,kk,португал тілі (Португалия)
ro,kk,румын тілі
ru,kk,орыс тілі
si,kk,сингал тілі
sk,kk,словак тілі
sl,kk,словен тілі
sq,kk,албан тілі
sr-Latn,kk,серб тілі (латын жазуы)
sr,kk,серб тілі
sv,kk,швед тілі
sw,kk,суахили тілі
ta,kk,тамил тілі
te,kk,телугу тілі
th,kk,тай тілі
tr,kk,түрік тілі
uk,kk,украин тілі
ur,kk,урду тілі
uz,kk,өзбек тілі
vi,kk,вьетнам тілі
zh-CN,kk,қытай тілі (Қытай)
zh-HK,kk,қытай тілі (Сянган)
zh-TW,kk,қытай тілі (Тайвань)
zu,kk,зулу тілі
af,km,អាហ្វ្រិកាន
am,km,អាំហារិក
ar,km,អារ៉ាប់
as,km,អាសាមីស
az,km,អាស៊ែបៃហ្សង់
be,km,បេឡារុស
bg,km,ប៊ុលហ្ការី
bn,km,បង់ក្លាដែស
bs,km,បូស្នី
ca,km,កាតាឡាន
cs,km,ឆែក
da,km,ដាណឺម៉ាក
de,km,អាល្លឺម៉ង់
el,km,ក្រិក
en-GB,km,អង់គ្លេស (ចក្រភព​អង់គ្លេស)
en-IN,km,អង់គ្លេស (ឥណ្ឌា)
en,km,អង់គ្លេស
es,km,អេស្ប៉ាញ
es-419,km,អេស្ប៉ាញ (អាមេរិក​ឡាទីន)
es-US,km,អេស្ប៉ាញ (សហរដ្ឋអាមេរិក)
et,km,អេស្តូនី
eu,km,បាសខ៍
fa,km,ភឺសៀន
fi,km,ហ្វាំងឡង់
fil,km,ហ្វ៊ីលីពីន
fr-CA,km,បារាំង (កាណាដា)
fr,km,បារាំង
gl,km,ហ្កាលីស្យាន
gu,km,ហ្គុយ៉ារ៉ាទី
hi,km,ហិណ្ឌី
hr,km,ក្រូអាត
hu,km,ហុងគ្រី
hy,km,អាមេនី
id,km,ឥណ្ឌូណេស៊ី
is,km,អ៊ីស្លង់
it,km,អ៊ីតាលី
iw,km,ហេប្រឺ
ja,km,ជប៉ុន
ka,km,ហ្សក​ហ្ស៊ី
kk,km,កាហ្សាក់
km,km,ខ្មែរ
kn,km,ខាណាដា
ko,km,កូរ៉េ
ky,km,​កៀហ្ស៊ីស
lo,km,ឡាវ
lt,km,លីទុយអានី
lv,km,ឡាតវី
mk,km,ម៉ាសេដូនី
ml,km,ម៉ាឡាយ៉ាឡាម
mn,km,ម៉ុងហ្គោលី
mr,km,ម៉ារ៉ាធី
ms,km,ម៉ាឡេ
my,km,ភូមា
no,km,ន័រវែស
ne,km,នេប៉ាល់
nl,km,ហូឡង់
or,km,អូឌៀ
pa,km,បឹនជាពិ
pl,km,ប៉ូឡូញ
pt,km,ព័រទុយហ្គាល់
pt-PT,km,ព័រទុយហ្គាល់ (ព័រទុយហ្កាល់)
ro,km,រូម៉ានី
ru,km,រុស្ស៊ី
si,km,ស្រីលង្កា
sk,km,ស្លូវ៉ាគី
sl,km,ស្លូវ៉ានី
sq,km,អាល់បានី
sr-Latn,km,ស៊ែប (ឡាតាំង)
sr,km,ស៊ែប
sv,km,ស៊ុយអែត
sw,km,ស្វាហ៊ីលី
ta,km,តាមីល
te,km,តេលុគុ
th,km,ថៃ
tr,km,ទួរគី
uk,km,អ៊ុយក្រែន
ur,km,អ៊ូរឌូ
uz,km,អ៊ូសបេគ
vi,km,វៀតណាម
zh-CN,km,ចិន (ចិន)
zh-HK,km,ចិន (ហុងកុង)
zh-TW,km,ចិន (តៃវ៉ាន់)
zu,km,ហ្សូលូ
af,kn,ಆಫ್ರಿಕಾನ್ಸ್
am,kn,ಅಂಹರಿಕ್
ar,kn,ಅರೇಬಿಕ್
as,kn,ಅಸ್ಸಾಮೀಸ್
az,kn,ಅಜೆರ್ಬೈಜಾನಿ
be,kn,ಬೆಲರೂಸಿಯನ್
bg,kn,ಬಲ್ಗೇರಿಯನ್
bn,kn,ಬಾಂಗ್ಲಾ
bs,kn,ಬೋಸ್ನಿಯನ್
ca,kn,ಕೆಟಲಾನ್
cs,kn,ಜೆಕ್
da,kn,ಡ್ಯಾನಿಶ್
de,kn,ಜರ್ಮನ್
el,kn,ಗ್ರೀಕ್
en-GB,kn,ಇಂಗ್ಲಿಷ್ (ಯುನೈಟೆಡ್ ಕಿಂಗ್‌ಡಮ್)
en-IN,kn,ಇಂಗ್ಲಿಷ್ (ಭಾರತ)
en,kn,ಇಂಗ್ಲಿಷ್
es,kn,ಸ್ಪ್ಯಾನಿಷ್
es-419,kn,ಸ್ಪ್ಯಾನಿಷ್ (ಲ್ಯಾಟಿನ್ ಅಮೇರಿಕಾ)
es-US,kn,ಸ್ಪ್ಯಾನಿಷ್ (ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್)
et,kn,ಎಸ್ಟೊನಿಯನ್
eu,kn,ಬಾಸ್ಕ್
fa,kn,ಪರ್ಶಿಯನ್
fi,kn,ಫಿನ್ನಿಶ್
fil,kn,ಫಿಲಿಪಿನೊ
fr-CA,kn,ಫ್ರೆಂಚ್ (ಕೆನಡಾ)
fr,kn,ಫ್ರೆಂಚ್
gl,kn,ಗ್ಯಾಲಿಶಿಯನ್
gu,kn,ಗುಜರಾತಿ
hi,kn,ಹಿಂದಿ
hr,kn,ಕ್ರೊಯೇಶಿಯನ್
hu,kn,ಹಂಗೇರಿಯನ್
hy,kn,ಅರ್ಮೇನಿಯನ್
id,kn,ಇಂಡೋನೇಶಿಯನ್
is,kn,ಐಸ್‌ಲ್ಯಾಂಡಿಕ್
it,kn,ಇಟಾಲಿಯನ್
iw,kn,ಹೀಬ್ರೂ
ja,kn,ಜಾಪನೀಸ್
ka,kn,ಜಾರ್ಜಿಯನ್
kk,kn,ಕಝಕ್
km,kn,ಖಮೇರ್
kn,kn,ಕನ್ನಡ
ko,kn,ಕೊರಿಯನ್
ky,kn,ಕಿರ್ಗಿಜ್
lo,kn,ಲಾವೋ
lt,kn,ಲಿಥುವೇನಿಯನ್
lv,kn,ಲಾಟ್ವಿಯನ್
mk,kn,ಮೆಸಿಡೋನಿಯನ್
ml,kn,ಮಲಯಾಳಂ
mn,kn,ಮಂಗೋಲಿಯನ್
mr,kn,ಮರಾಠಿ
ms,kn,ಮಲಯ್
my,kn,ಬರ್ಮೀಸ್
no,kn,ನಾರ್ವೇಜಿಯನ್
ne,kn,ನೇಪಾಳಿ
nl,kn,ಡಚ್
or,kn,ಒಡಿಯ
pa,kn,ಪಂಜಾಬಿ
pl,kn,ಪೊಲಿಶ್
pt,kn,ಪೋರ್ಚುಗೀಸ್
pt-PT,kn,ಪೋರ್ಚುಗೀಸ್ (ಪೋರ್ಚುಗಲ್)
ro,kn,ರೊಮೇನಿಯನ್
ru,kn,ರಷ್ಯನ್
si,kn,ಸಿಂಹಳ
sk,kn,ಸ್ಲೋವಾಕ್
sl,kn,ಸ್ಲೋವೇನಿಯನ್
sq,kn,ಅಲ್ಬೇನಿಯನ್
sr-Latn,kn,ಸೆರ್ಬಿಯನ್ (ಲ್ಯಾಟಿನ್)
sr,kn,ಸೆರ್ಬಿಯನ್
sv,kn,ಸ್ವೀಡಿಷ್
sw,kn,ಸ್ವಹಿಲಿ
ta,kn,ತಮಿಳು
te,kn,ತೆಲುಗು
th,kn,ಥಾಯ್
tr,kn,ಟರ್ಕಿಶ್
uk,kn,ಉಕ್ರೇನಿಯನ್
ur,kn,ಉರ್ದು
uz,kn,ಉಜ್ಬೇಕ್
vi,kn,ವಿಯೆಟ್ನಾಮೀಸ್
zh-CN,kn,ಚೈನೀಸ್ (ಚೀನಾ)
zh-HK,kn,ಚೈನೀಸ್ (ಹಾಂಗ್ ಕಾಂಗ್)
zh-TW,kn,ಚೈನೀಸ್ (ತೈವಾನ್)
zu,kn,ಜುಲು
af,ko,아프리칸스어
am,ko,암하라어
ar,ko,아랍어
as,ko,아삼어
az,ko,아제르바이잔어
be,ko,벨라루스어
bg,ko,불가리아어
bn,ko,벵골어
bs,ko,보스니아어
ca,ko,카탈로니아어
cs,ko,체코어
da,ko,덴마크어
de,ko,독일어
el,ko,그리스어
en-GB,ko,영어(영국)
en-IN,ko,영어(인도)
en,ko,영어
es,ko,스페인어
es-419,ko,스페인어(라틴 아메리카)
es-US,ko,스페인어(미국)
et,ko,에스토니아어
eu,ko,바스크어
fa,ko,페르시아어
fi,ko,핀란드어
fil,ko,필리핀어
fr-CA,ko,프랑스어(캐나다)
fr,ko,프랑스어
gl,ko,갈리시아어
gu,ko,구자라트어
hi,ko,힌디어
hr,ko,크로아티아어
hu,ko,헝가리어
hy,ko,아르메니아어
id,ko,인도네시아어
is,ko,아이슬란드어
it,ko,이탈리아어
iw,ko,히브리어
ja,ko,일본어
ka,ko,조지아어
kk,ko,카자흐어
km,ko,크메르어
kn,ko,칸나다어
ko,ko,한국어
ky,ko,키르기스어
lo,ko,라오어
lt,ko,리투아니아어
lv,ko,라트비아어
mk,ko,마케도니아어
ml,ko,말라얄람어
mn,ko,몽골어
mr,ko,마라티어
ms,ko,말레이어
my,ko,버마어
no,ko,노르웨이어
ne,ko,네팔어
nl,ko,네덜란드어
or,ko,오리야어
pa,ko,펀잡어
pl,ko,폴란드어
pt,ko,포르투갈어
pt-PT,ko,포르투갈어(포르투갈)
ro,ko,루마니아어
ru,ko,러시아어
si,ko,싱할라어
sk,ko,슬로바키아어
sl,ko,슬로베니아어
sq,ko,알바니아어
sr-Latn,ko,세르비아어(로마자)
sr,ko,세르비아어
sv,ko,스웨덴어
sw,ko,스와힐리어
ta,ko,타밀어
te,ko,텔루구어
th,ko,태국어
tr,ko,터키어
uk,ko,우크라이나어
ur,ko,우르두어
uz,ko,우즈베크어
vi,ko,베트남어
zh-CN,ko,중국어(중국)
zh-HK,ko,중국어(홍콩)
zh-TW,ko,중국어(대만)
zu,ko,줄루어
af,ky,африкаанча
am,ky,амхарча
ar,ky,арабча
as,ky,ассамча
az,ky,азербайжанча
be,ky,беларусча
bg,ky,болгарча
bn,ky,бангладешче
bs,ky,боснийче
ca,ky,каталончо
cs,ky,чехче
da,ky,датча
de,ky,немисче
el,ky,грекче
en-GB,ky,англисче (Улуу Британия)
en-IN,ky,англисче (Индия)
en,ky,англисче
es,ky,испанча
es-419,ky,испанча (Латын Америкасы)
es-US,ky,испанча (Кошмо Штаттар)
et,ky,эстончо
eu,ky,баскча
fa,ky,фарсча
fi,ky,финче
fil,ky,филипинче
fr-CA,ky,французча (Канада)
fr,ky,французча
gl,ky,галисияча
gu,ky,гужаратча
hi,ky,хиндиче
hr,ky,хорватча
hu,ky,венгерче
hy,ky,армянча
id,ky,индонезияча
is,ky,исландча
it,ky,италиянча
iw,ky,ивритче
ja,ky,жапончо
ka,ky,грузинче
kk,ky,казакча
km,ky,кмерче
kn,ky,каннадача
ko,ky,корейче
ky,ky,кыргызча
lo,ky,лаочо
lt,ky,литовчо
lv,ky,латышча
mk,ky,македончо
ml,ky,малайаламча
mn,ky,монголчо
mr,ky,маратиче
ms,ky,малайча
my,ky,бурмача
no,ky,норвежче
ne,ky,непалча
nl,ky,голландча
or,ky,орияча
pa,ky,пунжабиче
pl,ky,полякча
pt,ky,португалча
pt-PT,ky,португалча (Португалия)
ro,ky,румынча
ru,ky,орусча
si,ky,сингалача
sk,ky,словакча
sl,ky,словенче
sq,ky,албанча
sr-Latn,ky,сербче (Латын)
sr,ky,сербче
sv,ky,шведче
sw,ky,суахиличе
ta,ky,тамилче
te,ky,телугуча
th,ky,тайча
tr,ky,түркчө
uk,ky,украинче
ur,ky,урдуча
uz,ky,өзбекче
vi,ky,вьетнамча
zh-CN,ky,кытайча (Кытай)
zh-HK,ky,кытайча (Гонконг)
zh-TW,ky,кытайча (Тайвань)
zu,ky,зулуча
af,lo,ອາຟຣິການ
am,lo,ອຳຮາຣິກ
ar,lo,ອາຣັບ
as,lo,ອັສຊາມີສ
az,lo,ອາເຊີໄບຈານິ
be,lo,ເບລາຣັສຊຽນ
bg,lo,ບັງກາຣຽນ
bn,lo,ເບັງກາລີ
bs,lo,ບອສນຽນ
ca,lo,ຄາຕາລານ
cs,lo,ເຊກ
da,lo,ແດນິຊ
de,lo,ເຢຍລະມັນ
el,lo,ກຣີກ
en-GB,lo,ອັງກິດ (ສະຫະລາດຊະອະນາຈັກ)
en-IN,lo,ອັງກິດ (ອິນເດຍ)
en,lo,ອັງກິດ
es,lo,ສະແປນນິຊ
es-419,lo,ສະແປນນິຊ (ລາຕິນ ອາເມລິກາ)
es-US,lo,ສະແປນນິຊ (ສະຫະລັດ)
et,lo,ເອສໂຕນຽນ
eu,lo,ບັສກີ
fa,lo,ເປີຊຽນ
fi,lo,ຟິນນິຊ
fil,lo,ຟີລິປີໂນ
fr-CA,lo,ຝຣັ່ງ (ແຄນາດາ)
fr,lo,ຝຣັ່ງ
gl,lo,ກາລິຊຽນ
gu,lo,ກູຈາຣາຕິ
hi,lo,ຮິນດິ
hr,lo,ໂຄຣເອທຽນ
hu,lo,ຮັງກາຣຽນ
hy,lo,ອາເມນຽນ
id,lo,ອິນໂດເນຊຽນ
is,lo,ໄອສແລນດິກ
it,lo,ອິຕາລຽນ
iw,lo,ຮີບຣິວ
ja,lo,ຍີ່ປຸ່ນ
ka,lo,ຈໍຈຽນ
kk,lo,ຄາຊັກ
km,lo,ຂະເໝນ
kn,lo,ຄັນນາດາ
ko,lo,ເກົາຫລີ
ky,lo,ເກຍກີສ
lo,lo,ລາວ
lt,lo,ລິທົວນຽນ
lv,lo,ລັດວຽນ
mk,lo,ແມຊິໂດນຽນ
ml,lo,ມາເລອາລຳ
mn,lo,ມອງໂກເລຍ
mr,lo,ມາຣາທີ
ms,lo,ມາເລ
my,lo,ມຽນມາ
no,lo,ນໍເວຈຽນ
ne,lo,ເນປາລີ
nl,lo,ດັຊ
or,lo,ໂອເດຍ
pa,lo,ປັນຈາບີ
pl,lo,ໂປລິຊ
pt,lo,ປອກຕຸຍກິສ
pt-PT,lo,ປອກຕຸຍກິສ (ພອລທູໂກ)
ro,lo,ໂຣແມນຽນ
ru,lo,ລັດເຊຍ
si,lo,ສິນຫາລາ
sk,lo,ສະໂລແວັກ
sl,lo,ສະໂລເວນຽນ
sq,lo,ອານບານຽນ
sr-Latn,lo,ເຊີບຽນ (ລາຕິນ)
sr,lo,ເຊີບຽນ
sv,lo,ສະວີດິຊ
sw,lo,ຊວາຮີລິ
ta,lo,ທາມິລ
te,lo,ເຕລູກູ
th,lo,ໄທ
tr,lo,ເທີຄິຊ
uk,lo,ຢູເຄຣນຽນ
ur,lo,ອູຣດູ
uz,lo,ອຸສເບກ
vi,lo,ຫວຽດນາມ
zh-CN,lo,ຈີນ (ຈີນ)
zh-HK,lo,ຈີນ (ຮົງກົງ)
zh-TW,lo,ຈີນ (ໄຕ້ຫວັນ)
zu,lo,ຊູລູ
af,lt,afrikanų
am,lt,amharų
ar,lt,arabų
as,lt,asamų
az,lt,azerbaidžaniečių
be,lt,baltarusių
bg,lt,bulgarų
bn,lt,bengalų
bs,lt,bosnių
ca,lt,katalonų
cs,lt,čekų
da,lt,danų
de,lt,vokiečių
el,lt,graikų
en-GB,lt,anglų (Jungtinė Karalystė)
en-IN,lt,anglų (Indija)
en,lt,anglų
es,lt,ispanų
es-419,lt,ispanų (Lotynų Amerika)
es-US,lt,ispanų (Jungtinės Valstijos)
et,lt,estų
eu,lt,baskų
fa,lt,persų
fi,lt,suomių
fil,lt,filipiniečių
fr-CA,lt,prancūzų (Kanada)
fr,lt,prancūzų
gl,lt,galisų
gu,lt,gudžaratų
hi,lt,hindi
hr,lt,kroatų
hu,lt,vengrų
hy,lt,armėnų
id,lt,indoneziečių
is,lt,islandų
it,lt,italų
iw,lt,hebrajų
ja,lt,japonų
ka,lt,gruzinų
kk,lt,kazachų
km,lt,khmerų
kn,lt,kanadų
ko,lt,korėjiečių
ky,lt,kirgizų
lo,lt,laosiečių
lt,lt,lietuvių
lv,lt,latvių
mk,lt,makedonų
ml,lt,malajalių
mn,lt,mongolų
mr,lt,maratų
ms,lt,malajiečių
my,lt,birmiečių
no,lt,norvegų
ne,lt,nepaliečių
nl,lt,olandų
or,lt,odijų
pa,lt,pendžabų
pl,lt,lenkų
pt,lt,portugalų
pt-PT,lt,portugalų (Portugalija)
ro,lt,rumunų
ru,lt,rusų
si,lt,sinhalų
sk,lt,slovakų
sl,lt,slovėnų
sq,lt,albanų
sr-Latn,lt,serbų (lotynų)
sr,lt,serbų
sv,lt,švedų
sw,lt,suahilių
ta,lt,tamilų
te,lt,telugų
th,lt,tajų
tr,lt,turkų
uk,lt,ukrainiečių
ur,lt,urdų
uz,lt,uzbekų
vi,lt,vietnamiečių
zh-CN,lt,kinų (Kinija)
zh-HK,lt,kinų (Honkongas)
zh-TW,lt,kinų (Taivanas)
zu,lt,zulų
af,lv,afrikandu
am,lv,amharu
ar,lv,arābu
as,lv,asamiešu
az,lv,azerbaidžāņu
be,lv,baltkrievu
bg,lv,bulgāru
bn,lv,bengāļu
bs,lv,bosniešu
ca,lv,katalāņu
cs,lv,čehu
da,lv,dāņu
de,lv,vācu
el,lv,grieķu
en-GB,lv,angļu (Apvienotā Karaliste)
en-IN,lv,angļu (Indija)
en,lv,angļu
es,lv,spāņu
es-419,lv,spāņu (Latīņamerika)
es-US,lv,spāņu (Amerikas Savienotās Valstis)
et,lv,igauņu
eu,lv,basku
fa,lv,persiešu
fi,lv,somu
fil,lv,filipīniešu
fr-CA,lv,franču (Kanāda)
fr,lv,franču
gl,lv,galisiešu
gu,lv,gudžaratu
hi,lv,hindi
hr,lv,horvātu
hu,lv,ungāru
hy,lv,armēņu
id,lv,indonēziešu
is,lv,islandiešu
it,lv,itāļu
iw,lv,ivrits
ja,lv,japāņu
ka,lv,gruzīnu
kk,lv,kazahu
km,lv,khmeru
kn,lv,kannadu
ko,lv,korejiešu
ky,lv,kirgīzu
lo,lv,laosiešu
lt,lv,lietuviešu
lv,lv,latviešu
mk,lv,maķedoniešu
ml,lv,malajalu
mn,lv,mongoļu
mr,lv,marathu
ms,lv,malajiešu
my,lv,birmiešu
no,lv,norvēģu
ne,lv,nepāliešu
nl,lv,holandiešu
or,lv,oriju
pa,lv,pandžabu
pl,lv,poļu
pt,lv,portugāļu
pt-PT,lv,portugāļu (Portugāle)
ro,lv,rumāņu
ru,lv,krievu
si,lv,singāļu
sk,lv,slovāku
sl,lv,slovēņu
sq,lv,albāņu
sr-Latn,lv,serbu (latīņu)
sr,lv,serbu
sv,lv,zviedru
sw,lv,svahili
ta,lv,tamilu
te,lv,telugu
th,lv,taju
tr,lv,turku
uk,lv,ukraiņu
ur,lv,urdu
uz,lv,uzbeku
vi,lv,vjetnamiešu
zh-CN,lv,ķīniešu (Ķīna)
zh-HK,lv,ķīniešu (Honkonga)
zh-TW,lv,ķīniešu (Taivāna)
zu,lv,zulu
af,mk,африканс
am,mk,амхарски
ar,mk,арапски
as,mk,асамски
az,mk,азербејџански
be,mk,белоруски
bg,mk,бугарски
bn,mk,бенгалски
bs,mk,босански
ca,mk,каталонски
cs,mk,чешки
da,mk,дански
de,mk,германски
el,mk,грчки
en-GB,mk,англиски (Обединето Кралство)
en-IN,mk,англиски (Индија)
en,mk,англиски
es,mk,шпански
es-419,mk,шпански (Латинска Америка)
es-US,mk,шпански (Соединети Американски Држави)
et,mk,естонски
eu,mk,баскиски
fa,mk,персиски
fi,mk,фински
fil,mk,филипински
fr-CA,mk,француски (Канада)
fr,mk,француски
gl,mk,галициски
gu,mk,гуџарати
hi,mk,хинди
hr,mk,хрватски
hu,mk,унгарски
hy,mk,ерменски
id,mk,индонезиски
is,mk,исландски
it,mk,италијански
iw,mk,хебрејски
ja,mk,јапонски
ka,mk,грузиски
kk,mk,казашки
km,mk,кмерски
kn,mk,каннада
ko,mk,корејски
ky,mk,киргиски
lo,mk,лаошки
lt,mk,литвански
lv,mk,латвиски
mk,mk,македонски
ml,mk,малајалски
mn,mk,монголски
mr,mk,марати
ms,mk,малајски
my,mk,бурмански
no,mk,норвешки
ne,mk,непалски
nl,mk,холандски
or,mk,одија
pa,mk,пенџапски
pl,mk,полски
pt,mk,португалски
pt-PT,mk,португалски (Португалија)
ro,mk,романски
ru,mk,руски
si,mk,синхалски
sk,mk,словачки
sl,mk,словенечки
sq,mk,албански
sr-Latn,mk,српски (латинично писмо)
sr,mk,српски
sv,mk,шведски
sw,mk,свахили
ta,mk,тамилски
te,mk,телугу
th,mk,тајландски
tr,mk,турски
uk,mk,украински
ur,mk,урду
uz,mk,узбечки
vi,mk,виетнамски
zh-CN,mk,кинески (Кина)
zh-HK,mk,кинески (Хонгконг)
zh-TW,mk,кинески (Тајван)
zu,mk,зулу
af,ml,ആഫ്രിക്കാൻസ്
am,ml,അംഹാരിക്
ar,ml,അറബിക്
as,ml,ആസ്സാമീസ്
az,ml,അസർബൈജാനി
be,ml,ബെലാറുഷ്യൻ
bg,ml,ബൾഗേറിയൻ
bn,ml,ബംഗ്ലാ
bs,ml,ബോസ്നിയൻ
ca,ml,കറ്റാലാൻ
cs,ml,ചെക്ക്
da,ml,ഡാനിഷ്
de,ml,ജർമ്മൻ
el,ml,ഗ്രീക്ക്
en-GB,ml,ഇംഗ്ലീഷ് (യുണൈറ്റഡ് കിംഗ്ഡം)
en-IN,ml,ഇംഗ്ലീഷ് (ഇന്ത്യ)
en,ml,ഇംഗ്ലീഷ്
es,ml,സ്‌പാനിഷ്
es-419,ml,സ്‌പാനിഷ് (ലാറ്റിനമേരിക്ക)
es-US,ml,സ്‌പാനിഷ് (അമേരിക്കൻ ഐക്യനാടുകൾ)
et,ml,എസ്റ്റോണിയൻ
eu,ml,ബാസ്‌ക്
fa,ml,പേർഷ്യൻ
fi,ml,ഫിന്നിഷ്
fil,ml,ഫിലിപ്പിനോ
fr-CA,ml,ഫ്രഞ്ച് (കാനഡ)
fr,ml,ഫ്രഞ്ച്
gl,ml,ഗലീഷ്യൻ
gu,ml,ഗുജറാത്തി
hi,ml,ഹിന്ദി
hr,ml,ക്രൊയേഷ്യൻ
hu,ml,ഹംഗേറിയൻ
hy,ml,അർമേനിയൻ
id,ml,ഇന്തോനേഷ്യൻ
is,ml,ഐസ്‌ലാൻഡിക്
it,ml,ഇറ്റാലിയൻ
iw,ml,ഹീബ്രു
ja,ml,ജാപ്പനീസ്
ka,ml,ജോർജിയൻ
kk,ml,കസാഖ്
km,ml,ഖമെർ
kn,ml,കന്നഡ
ko,ml,കൊറിയൻ
ky,ml,കിർഗിസ്
lo,ml,ലാവോ
lt,ml,ലിത്വാനിയൻ
lv,ml,ലാറ്റ്വിയൻ
mk,ml,മാസിഡോണിയൻ
ml,ml,മലയാളം
mn,ml,മംഗോളിയൻ
mr,ml,മറാത്തി
ms,ml,മലെയ്
my,ml,ബർമീസ്
no,ml,നോർവീജിയൻ
ne,ml,നേപ്പാളി
nl,ml,ഡച്ച്
or,ml,ഒഡിയ
pa,ml,പഞ്ചാബി
pl,ml,പോളിഷ്
pt,ml,പോർച്ചുഗീസ്
pt-PT,ml,പോർച്ചുഗീസ് (പോർച്ചുഗൽ)
ro,ml,റൊമാനിയൻ
ru,ml,റഷ്യൻ
si,ml,സിംഹള
sk,ml,സ്ലോവാക്
sl,ml,സ്ലോവേനിയൻ
sq,ml,അൽബേനിയൻ
sr-Latn,ml,സെർബിയൻ (ലാറ്റിൻ)
sr,ml,സെർബിയൻ
sv,ml,സ്വീഡിഷ്
sw,ml,സ്വാഹിലി
ta,ml,തമിഴ്
te,ml,തെലുങ്ക്
th,ml,തായ്
tr,ml,ടർക്കിഷ്
uk,ml,ഉക്രേനിയൻ
ur,ml,ഉറുദു
uz,ml,ഉസ്‌ബെക്ക്
vi,ml,വിയറ്റ്നാമീസ്
zh-CN,ml,ചൈനീസ് (ചൈന)
zh-HK,ml,ചൈനീസ് (ഹോങ്കോങ്)
zh-TW,ml,ചൈനീസ് (തായ്‌വാൻ)
zu,ml,സുലു
af,mn,африкаанс
am,mn,амхар
ar,mn,араб
as,mn,ассам
az,mn,азербайжан
be,mn,беларусь
bg,mn,болгар
bn,mn,бенгал
bs,mn,босни
ca,mn,каталан
cs,mn,чех
da,mn,дани
de,mn,герман
el,mn,грек
en-GB,mn,англи (Их Британи)
en-IN,mn,англи (Энэтхэг)
en,mn,англи
es,mn,испани
es-419,mn,испани (Латин Америк)
es-US,mn,испани (Америкийн Нэгдсэн Улс)
et,mn,эстони
eu,mn,баск
fa,mn,перс
fi,mn,фин
fil,mn,филипино
fr-CA,mn,франц (Канад)
fr,mn,франц
gl,mn,галего
gu,mn,гужарати
hi,mn,хинди
hr,mn,хорват
hu,mn,мажар
hy,mn,армен
id,mn,индонези
is,mn,исланд
it,mn,итали
iw,mn,еврей
ja,mn,япон
ka,mn,гүрж
kk,mn,казах
km,mn,кхмер
kn,mn,каннада
ko,mn,солонгос
ky,mn,киргиз
lo,mn,лаос
lt,mn,литва
lv,mn,латви
mk,mn,македон
ml,mn,малаялам
mn,mn,монгол
mr,mn,марати
ms,mn,малай
my,mn,бирм
no,mn,норвег
ne,mn,балба
nl,mn,нидерланд
or,mn,ория
pa,mn,панжаби
pl,mn,польш
pt,mn,португал
pt-PT,mn,португал (Португал)
ro,mn,румын
ru,mn,орос
si,mn,синхала
sk,mn,словак
sl,mn,словени
sq,mn,албани
sr-Latn,mn,серб (латин)
sr,mn,серб
sv,mn,швед
sw,mn,свахили
ta,mn,тамил
te,mn,тэлүгү
th,mn,тай
tr,mn,турк
uk,mn,украин
ur,mn,урду
uz,mn,узбек
vi,mn,вьетнам
zh-CN,mn,хятад (Хятад)
zh-HK,mn,хятад (Хонг Конг)
zh-TW,mn,хятад (Тайвань)
zu,mn,зулу
af,mr,अफ्रिकान्स
am,mr,अम्हारिक
ar,mr,अरबी
as,mr,आसामी
az,mr,अझरबैजानी
be,mr,बेलारुशियन
bg,mr,बल्गेरियन
bn,mr,बंगाली
bs,mr,बोस्नियन
ca,mr,कातालान
cs,mr,झेक
da,mr,डॅनिश
de,mr,जर्मन
el,mr,ग्रीक
en-GB,mr,इंग्रजी (युनायटेड किंगडम)
en-IN,mr,इंग्रजी (भारत)
en,mr,इंग्रजी
es,mr,स्पॅनिश
es-419,mr,स्पॅनिश (लॅटिन अमेरिका)
es-US,mr,स्पॅनिश (युनायटेड स्टेट्स)
et,mr,इस्टोनियन
eu,mr,बास्क
fa,mr,फारसी
fi,mr,फिनिश
fil,mr,फिलिपिनो
fr-CA,mr,फ्रेंच (कॅनडा)
fr,mr,फ्रेंच
gl,mr,गॅलिशियन
gu,mr,गुजराती
hi,mr,हिंदी
hr,mr,क्रोएशियन
hu,mr,हंगेरियन
hy,mr,आर्मेनियन
id,mr,इंडोनेशियन
is,mr,आईसलँडिक
it,mr,इटालियन
iw,mr,हिब्रू
ja,mr,जपानी
ka,mr,जॉर्जियन
kk,mr,कझाक
km,mr,ख्मेर
kn,mr,कन्नड
ko,mr,कोरियन
ky,mr,किरगीझ
lo,mr,लाओ
lt,mr,लिथुआनियन
lv,mr,लात्व्हियन
mk,mr,मॅसेडोनियन
ml,mr,मल्याळम
mn,mr,मंगोलियन
mr,mr,मराठी
ms,mr,मलय
my,mr,बर्मी
no,mr,नोर्वेजियन
ne,mr,नेपाळी
nl,mr,डच
or,mr,उडिया
pa,mr,पंजाबी
pl,mr,पोलिश
pt,mr,पोर्तुगीज
pt-PT,mr,पोर्तुगीज (पोर्तुगाल)
ro,mr,रोमानियन
